EnsemblId,gene_name,biotype,logFC,FDR,AveExpr,P.value
ENSG00000014216,CAPN1,protein_coding,0.039851315,0.525584912,6.461334932,0.25977462
ENSG00000124225,PMEPA1,protein_coding,-0.180078441,0.525584912,7.670561362,0.259651279
ENSG00000151726,ACSL1,protein_coding,-0.090170912,0.525584912,5.823381499,0.259657149
ENSG00000158941,CCAR2,protein_coding,-0.032611729,0.525584912,6.609198158,0.259807706
ENSG00000167962,ZNF598,protein_coding,-0.052255415,0.525584912,5.062290503,0.259660838
ENSG00000171649,ZIK1,protein_coding,-0.074679278,0.525584912,3.550422985,0.259828113
ENSG00000173269,MMRN2,protein_coding,-0.230758661,0.525584912,0.499850101,0.259790959
ENSG00000178234,GALNT11,protein_coding,0.048129585,0.525584912,5.213541519,0.259485993
ENSG00000184060,ADAP2,protein_coding,0.248126342,0.525584912,0.271342714,0.25980984
ENSG00000267041,ZNF850,protein_coding,0.122060987,0.525584912,3.161476856,0.259491594
ENSG00000280061,ENSG00000280061,TEC,-0.10534164,0.525584912,5.560668148,0.259611198
ENSG00000283151,NA,NA,0.148514665,0.525584912,3.800616556,0.259722238
ENSG00000185070,FLRT2,protein_coding,0.250826153,0.525595663,6.286004965,0.259867898
ENSG00000236269,NA,NA,-0.186135777,0.525646118,1.288820226,0.259927317
ENSG00000157350,ST3GAL2,protein_coding,0.091713661,0.525859325,4.866751229,0.260176198
ENSG00000159256,MORC3,protein_coding,-0.042486383,0.525859325,5.622563897,0.260093607
ENSG00000247982,LINC00926,lncRNA,0.220767072,0.525859325,0.173123889,0.26011961
ENSG00000251867,ENSG00000251867,lncRNA,-0.103320045,0.525859325,2.275862982,0.260205182
ENSG00000276517,ENSG00000276517,lncRNA,0.203398401,0.525859325,1.164336604,0.260204743
ENSG00000171408,PDE7B,protein_coding,-0.189823259,0.525902209,4.219726825,0.260260891
ENSG00000114698,PLSCR4,protein_coding,-0.15039554,0.526110017,6.600118534,0.260398236
ENSG00000081692,JMJD4,protein_coding,0.061754932,0.526314556,3.788108972,0.260656657
ENSG00000104524,PYCR3,protein_coding,0.087057164,0.526314556,2.975974352,0.260578948
ENSG00000115604,IL18R1,protein_coding,-0.183310998,0.526314556,1.395537251,0.260741081
ENSG00000156802,ATAD2,protein_coding,-0.074299294,0.526314556,3.830332418,0.260690004
ENSG00000204186,ZDBF2,protein_coding,-0.080706926,0.526314556,6.157288974,0.260625228
ENSG00000224470,ATXN1L,protein_coding,-0.035854239,0.526314556,7.107571392,0.260741091
ENSG00000272758,WDR5B-DT,lncRNA,0.136151272,0.526314556,2.098981708,0.260647717
ENSG00000135775,COG2,protein_coding,-0.043736124,0.526406145,4.960093132,0.260820988
ENSG00000137338,PGBD1,protein_coding,0.073324012,0.526436838,2.643773398,0.260870721
ENSG00000054219,LY75,protein_coding,0.488117742,0.526570049,2.124226822,0.261000512
ENSG00000162695,SLC30A7,protein_coding,0.084899442,0.526570049,4.937927772,0.261040333
ENSG00000186026,ZNF284,protein_coding,-0.088797371,0.526570049,3.253739191,0.261031592
ENSG00000280417,ENSG00000280417,TEC,-0.150573238,0.526605712,0.394038455,0.261092549
ENSG00000215421,ZNF407,protein_coding,-0.062315607,0.526710971,4.918000167,0.261179279
ENSG00000169604,ANTXR1,protein_coding,0.291577125,0.527018124,6.103399242,0.26136615
ENSG00000101695,RNF125,protein_coding,0.198154022,0.527079494,0.985350607,0.26146572
ENSG00000111875,ASF1A,protein_coding,0.058389925,0.527079494,4.428237723,0.261454238
ENSG00000068120,COASY,protein_coding,0.049310589,0.527218754,5.534268217,0.261632494
ENSG00000129911,KLF16,protein_coding,-0.100877614,0.527218754,5.04858117,0.26163853
ENSG00000151665,PIGF,protein_coding,0.0749261,0.527218754,2.904461847,0.261598316
ENSG00000003756,RBM5,protein_coding,0.079514345,0.527287689,6.977511124,0.261811063
ENSG00000124126,PREX1,protein_coding,-0.102783677,0.527287689,5.303580237,0.261757218
ENSG00000167397,VKORC1,protein_coding,-0.067894678,0.527287689,5.119730032,0.261782257
ENSG00000197070,ARRDC1,protein_coding,0.080739328,0.527287689,3.554841361,0.261791599
ENSG00000134463,ECHDC3,protein_coding,0.0850399,0.527299865,3.245626644,0.261854813
ENSG00000244701,ENSG00000244701,lncRNA,-0.187354579,0.527299865,2.298137068,0.261886272
ENSG00000144451,SPAG16,protein_coding,0.113040002,0.527496269,4.743392602,0.262024957
ENSG00000170917,NUDT6,protein_coding,-0.095997138,0.527496269,3.162800554,0.262053006
ENSG00000250131,ENSG00000250131,lncRNA,-0.1598482,0.527635625,0.331956069,0.26215684
ENSG00000132967,HMGB1P5,transcribed_processed_pseudogene,0.249863585,0.527747198,2.319281748,0.262275611
ENSG00000229638,RPL4P4,processed_pseudogene,0.122137229,0.527747198,2.848769649,0.262281497
ENSG00000167770,OTUB1,protein_coding,0.048436235,0.527846528,6.154995717,0.26236548
ENSG00000148180,GSN,protein_coding,-0.125705818,0.528112122,10.25547568,0.262534745
ENSG00000161202,DVL3,protein_coding,0.071891453,0.528112122,7.38921485,0.262566763
ENSG00000116678,LEPR,protein_coding,-0.280520639,0.528133114,2.840191896,0.262611836
ENSG00000077463,SIRT6,protein_coding,0.067421188,0.528334149,3.338709537,0.262791889
ENSG00000183853,KIRREL1,protein_coding,0.094918867,0.528334149,7.445360734,0.262815748
ENSG00000267787,ENSG00000267787,lncRNA,0.123024227,0.528334149,1.722922486,0.262794042
ENSG00000116560,SFPQ,protein_coding,0.057002848,0.528477529,7.964419195,0.263089502
ENSG00000187068,C3orf70,protein_coding,0.238524108,0.528477529,4.086704906,0.263092834
ENSG00000196810,CTBP1-DT,lncRNA,-0.03809625,0.528477529,5.437667932,0.263061946
ENSG00000204634,TBC1D8,protein_coding,-0.133387179,0.528477529,3.119223689,0.263095024
ENSG00000205643,CDPF1,protein_coding,0.087229191,0.528477529,2.693879448,0.263055561
ENSG00000279312,NA,NA,-0.203818667,0.528477529,2.592652895,0.262932219
ENSG00000103356,EARS2,protein_coding,-0.047403853,0.528576176,5.364860952,0.263228461
ENSG00000205981,DNAJC19,protein_coding,0.041678305,0.528576176,4.605715126,0.26324813
ENSG00000246705,H2AJ,protein_coding,0.18974011,0.528576176,3.337295441,0.263216108
ENSG00000264207,ENSG00000264207,lncRNA,-0.113593051,0.52857722,2.132791075,0.263283315
ENSG00000265817,FSBP,protein_coding,-0.182059839,0.528689774,2.388319011,0.26337405
ENSG00000244245,ENSG00000244245,processed_pseudogene,0.185762319,0.529047019,0.009516645,0.263586713
ENSG00000058272,PPP1R12A,protein_coding,-0.042112424,0.529339962,6.091111903,0.264033604
ENSG00000113845,TIMMDC1,protein_coding,-0.048607538,0.529339962,5.532758172,0.263774752
ENSG00000129353,SLC44A2,protein_coding,0.098312195,0.529339962,7.646512634,0.264032229
ENSG00000132286,TIMM10B,protein_coding,-0.041626209,0.529339962,6.276073129,0.264045104
ENSG00000153029,MR1,protein_coding,0.121626683,0.529339962,4.330798163,0.264016549
ENSG00000172785,CBWD1,protein_coding,-0.08826946,0.529339962,4.878462969,0.264005919
ENSG00000185730,ZNF696,protein_coding,0.082501152,0.529339962,3.294081603,0.264033553
ENSG00000188738,FSIP2,protein_coding,0.402919746,0.529339962,1.760956962,0.263821437
ENSG00000204520,MICA,protein_coding,-0.107461222,0.529339962,3.343277675,0.263951537
ENSG00000102871,TRADD,protein_coding,0.068095553,0.52936468,3.869331156,0.264092151
ENSG00000197989,SNHG12,lncRNA,0.173168483,0.529519382,3.193031053,0.264238784
ENSG00000261215,ENSG00000261215,lncRNA,0.133527143,0.529519382,0.220358957,0.264218665
ENSG00000079999,KEAP1,protein_coding,0.045959038,0.529630812,5.774750788,0.264357224
ENSG00000164815,ORC5,protein_coding,-0.050963047,0.529630812,3.589396592,0.264390713
ENSG00000170558,CDH2,protein_coding,0.116602085,0.529630812,9.673346805,0.264398593
ENSG00000117118,SDHB,protein_coding,-0.075719518,0.529781147,5.737293001,0.264508386
ENSG00000145332,KLHL8,protein_coding,0.081233429,0.529860616,3.712198888,0.264582813
ENSG00000170469,SPATA24,protein_coding,0.120350994,0.529891453,0.436821209,0.264632963
ENSG00000169891,REPS2,protein_coding,-0.122658749,0.529911745,2.896239817,0.264677849
ENSG00000226085,UQCRFS1P1,processed_pseudogene,-0.152289973,0.529990546,1.495789379,0.264751967
ENSG00000171155,C1GALT1C1,protein_coding,0.091727969,0.530103152,4.07592529,0.264842984
ENSG00000105856,HBP1,protein_coding,-0.063897503,0.530308277,6.790284127,0.265065642
ENSG00000151893,CACUL1,protein_coding,-0.055296272,0.530308277,6.570539283,0.265033748
ENSG00000170638,TRABD,protein_coding,0.062986199,0.530308277,4.009954096,0.265036785
ENSG00000279253,ENSG00000279253,TEC,0.111278386,0.530308277,1.846567795,0.265084581
ENSG00000261360,OTULIN-DT,lncRNA,0.151918107,0.530342492,0.29849069,0.265136465
ENSG00000105327,BBC3,protein_coding,-0.210303064,0.530697761,3.433917574,0.265418489
ENSG00000136521,NDUFB5,protein_coding,-0.069076826,0.530697761,6.079063785,0.265359105
ENSG00000205302,SNX2,protein_coding,-0.047690499,0.530697761,5.415619726,0.265412911
ENSG00000105479,ODAD1,protein_coding,-0.140565514,0.530707184,1.357025691,0.265458007
ENSG00000102935,ZNF423,protein_coding,0.384385849,0.530764288,1.658875735,0.265703771
ENSG00000108176,DNAJC12,protein_coding,-0.088954541,0.530764288,3.124578486,0.265856726
ENSG00000135924,DNAJB2,protein_coding,0.062348861,0.530764288,7.033368893,0.265813767
ENSG00000138735,PDE5A,protein_coding,-0.248828586,0.530764288,4.781041416,0.26571013
ENSG00000163344,PMVK,protein_coding,0.075865489,0.530764288,5.154336775,0.265869467
ENSG00000172167,MTBP,protein_coding,-0.092947659,0.530764288,1.931795971,0.265864779
ENSG00000213123,DYNLT2B,protein_coding,0.097396888,0.530764288,2.186838561,0.265557521
ENSG00000214174,AMZ2P1,transcribed_unprocessed_pseudogene,-0.083950968,0.530764288,3.936374125,0.265686501
ENSG00000228109,MELTF-AS1,lncRNA,0.154315145,0.530764288,0.183078214,0.265759248
ENSG00000258727,ENSG00000258727,lncRNA,0.141016724,0.530764288,2.03800575,0.265735048
ENSG00000280316,NA,NA,-0.134602862,0.530764288,1.687086413,0.265655117
ENSG00000230667,SETSIP,protein_coding,0.112645855,0.530839104,0.499311549,0.265941757
ENSG00000101888,NXT2,protein_coding,-0.055235766,0.531004584,4.300081187,0.266153827
ENSG00000114302,PRKAR2A,protein_coding,0.06437342,0.531004584,6.488010393,0.266218262
ENSG00000146701,MDH2,protein_coding,0.065680469,0.531004584,6.131961273,0.266153492
ENSG00000163412,EIF4E3,protein_coding,0.115286513,0.531004584,4.856677219,0.266176079
ENSG00000215717,TMEM167B,protein_coding,0.054261698,0.531004584,6.141539384,0.266091876
ENSG00000276076,CRYAA2,protein_coding,0.551564046,0.531004584,12.64709762,0.266233607
ENSG00000125347,IRF1,protein_coding,0.2740447,0.531328675,4.312023871,0.266430945
ENSG00000126218,F10,protein_coding,-0.098563894,0.531366499,4.589624153,0.266543331
ENSG00000149196,HIKESHI,protein_coding,0.051219752,0.531366499,4.20492242,0.266516911
ENSG00000172977,KAT5,protein_coding,0.045718867,0.531366499,6.018393667,0.266554457
ENSG00000090376,IRAK3,protein_coding,0.271052206,0.531522523,0.342529511,0.266667583
ENSG00000197106,SLC6A17,protein_coding,0.180454664,0.53162633,5.878629596,0.266754529
ENSG00000214922,HLA-F-AS1,lncRNA,-0.121845352,0.532453051,2.037605973,0.267204273
ENSG00000112851,ERBIN,protein_coding,0.088594903,0.532711827,8.589364636,0.267369072
ENSG00000165288,BRWD3,protein_coding,-0.080938726,0.532756022,5.546017539,0.267426193
ENSG00000102081,FMR1,protein_coding,-0.038050219,0.532789238,6.424104832,0.267580859
ENSG00000147408,CSGALNACT1,protein_coding,-0.25094443,0.532789238,0.145136236,0.267582633
ENSG00000159479,MED8,protein_coding,0.047041162,0.532789238,3.90108521,0.267484414
ENSG00000188158,NHS,protein_coding,0.088249045,0.532789238,5.790454653,0.267527952
ENSG00000095906,NUBP2,protein_coding,0.056650919,0.532798539,5.052439829,0.267689812
ENSG00000151414,NEK7,protein_coding,-0.08084343,0.532798539,7.286092581,0.267763427
ENSG00000166343,MSS51,protein_coding,0.193405619,0.532798539,0.215463565,0.267796957
ENSG00000172687,ZNF738,protein_coding,0.128187649,0.532798539,2.962207541,0.267745898
ENSG00000176244,ACBD7,protein_coding,-0.196400466,0.532798539,1.479565054,0.267678773
ENSG00000184924,PTRHD1,protein_coding,0.088408557,0.532798539,4.467095989,0.267774464
ENSG00000040608,RTN4R,protein_coding,-0.148555147,0.532805686,2.91730729,0.267835492
ENSG00000180938,ZNF572,protein_coding,-0.083717914,0.532820183,3.456890607,0.267877723
ENSG00000205593,DENND6B,protein_coding,0.081730973,0.532911319,2.835453124,0.267958492
ENSG00000135929,CYP27A1,protein_coding,-0.109345475,0.532972468,6.802557696,0.268024192
ENSG00000167566,NCKAP5L,protein_coding,-0.063511028,0.533060967,5.747656791,0.268103657
ENSG00000083844,ZNF264,protein_coding,-0.062161647,0.533207546,6.341597337,0.268353838
ENSG00000100304,TTLL12,protein_coding,0.081104425,0.533207546,5.485665014,0.268253014
ENSG00000139835,GRTP1,protein_coding,-0.161178543,0.533207546,1.944557688,0.268332391
ENSG00000143753,DEGS1,protein_coding,0.076634406,0.533207546,5.134323241,0.268226338
ENSG00000167106,FAM102A,protein_coding,0.119732747,0.533207546,5.223048594,0.268387193
ENSG00000181773,GPR3,protein_coding,-0.52170399,0.533207546,1.914826015,0.268365201
ENSG00000196914,ARHGEF12,protein_coding,-0.047874547,0.53326979,9.898323583,0.268453496
ENSG00000165916,PSMC3,protein_coding,0.064383773,0.533488602,5.392102935,0.268598636
ENSG00000140259,MFAP1,protein_coding,0.076461446,0.53356975,4.570007815,0.268674485
ENSG00000109794,FAM149A,protein_coding,0.254178732,0.533638364,1.459243418,0.268744032
ENSG00000159216,RUNX1,protein_coding,0.255708044,0.533685291,5.777007246,0.268802665
ENSG00000246273,SBF2-AS1,lncRNA,-0.142251267,0.533708359,1.997910419,0.268849286
ENSG00000173875,ZNF791,protein_coding,-0.045952061,0.533723026,5.692472649,0.268891677
ENSG00000048649,RSF1,protein_coding,-0.043488414,0.533949681,6.943757086,0.269110919
ENSG00000105835,NAMPT,protein_coding,0.149506454,0.533949681,9.356649297,0.269070508
ENSG00000132563,REEP2,protein_coding,-0.06902727,0.533949681,5.265085847,0.269108011
ENSG00000134853,PDGFRA,protein_coding,0.132005895,0.534022455,11.09518881,0.26918262
ENSG00000092199,HNRNPC,protein_coding,0.052597625,0.534168095,8.457547758,0.269326096
ENSG00000232040,ZBED9,protein_coding,-0.068538575,0.534168095,3.493050355,0.269308782
ENSG00000196646,ZNF136,protein_coding,-0.046468617,0.534286346,4.140914438,0.269420758
ENSG00000113615,SEC24A,protein_coding,-0.054273683,0.534368054,5.201517496,0.269497005
ENSG00000272425,ENSG00000272425,lncRNA,-0.167252872,0.5343958,0.893326265,0.269546045
ENSG00000150076,NA,NA,-0.167038604,0.534619587,3.151916386,0.269769083
ENSG00000163608,NEPRO,protein_coding,-0.038561443,0.534619587,5.552901382,0.269793606
ENSG00000171843,MLLT3,protein_coding,-0.091923221,0.534619587,6.442899523,0.269799169
ENSG00000188725,SMIM15,protein_coding,-0.037961923,0.534619587,5.401695509,0.269706904
ENSG00000088970,KIZ,protein_coding,0.07455949,0.535156266,4.205538466,0.270105104
ENSG00000102109,PCSK1N,protein_coding,-0.187557338,0.535392578,5.558372994,0.270277531
ENSG00000196353,CPNE4,protein_coding,-0.417686357,0.535392578,2.887923736,0.2702946
ENSG00000125977,EIF2S2,protein_coding,0.060938044,0.535541824,5.769896863,0.27058068
ENSG00000139718,SETD1B,protein_coding,-0.070346936,0.535541824,6.494222412,0.270516957
ENSG00000146966,DENND2A,protein_coding,-0.575504041,0.535541824,1.546261618,0.270482218
ENSG00000196440,ARMCX4,protein_coding,-0.092300149,0.535541824,4.111207628,0.270574641
ENSG00000196793,ZNF239,protein_coding,-0.080340026,0.535541824,2.869517134,0.270539075
ENSG00000255145,STX17-AS1,lncRNA,-0.126740563,0.535541824,1.396028236,0.270505445
ENSG00000073169,SELENOO,protein_coding,-0.071507596,0.53555789,3.745257337,0.27062392
ENSG00000064995,TAF11,protein_coding,-0.063878761,0.535565729,4.022092604,0.270727706
ENSG00000138413,IDH1,protein_coding,0.082140758,0.535565729,4.911070902,0.270748843
ENSG00000145246,ATP10D,protein_coding,0.118340164,0.535565729,6.326232286,0.2708035
ENSG00000205572,SERF1B,protein_coding,0.136316172,0.535565729,4.303266695,0.270769697
ENSG00000275329,ENSG00000275329,lncRNA,-0.181841548,0.535565729,0.127369289,0.27075433
ENSG00000141349,G6PC3,protein_coding,0.049302263,0.535887317,5.716674037,0.271004097
ENSG00000261634,PAQR5-DT,lncRNA,-0.193986016,0.535887317,0.64348573,0.271036398
ENSG00000233621,LINC01137,lncRNA,0.149612837,0.535920742,0.898914889,0.27108845
ENSG00000139793,MBNL2,protein_coding,-0.058184198,0.536158504,7.932628376,0.271243881
ENSG00000099956,SMARCB1,protein_coding,0.05826893,0.536326841,5.772758833,0.271364217
ENSG00000159267,HLCS,protein_coding,0.047935697,0.536366416,5.326709858,0.271419417
ENSG00000164180,TMEM161B,protein_coding,-0.087888209,0.53638667,4.111980307,0.271464843
ENSG00000020256,ZFP64,protein_coding,-0.076487156,0.53645595,4.297016384,0.271640634
ENSG00000131094,C1QL1,protein_coding,-0.381644983,0.53645595,4.651187703,0.271561961
ENSG00000139645,ANKRD52,protein_coding,0.063087629,0.53645595,6.683123843,0.271611939
ENSG00000280173,ENSG00000280173,TEC,-0.10046037,0.53645595,1.163360298,0.271607822
ENSG00000011426,ANLN,protein_coding,-0.108738935,0.536562863,0.438906911,0.271765149
ENSG00000188290,HES4,protein_coding,-0.282442997,0.536562863,3.508075192,0.271753365
ENSG00000136816,TOR1B,protein_coding,0.060897975,0.536710936,4.019141113,0.271875345
ENSG00000075407,ZNF37A,protein_coding,-0.071005382,0.53672105,5.945923795,0.271950868
ENSG00000237651,C2orf74,protein_coding,-0.148426036,0.53672105,2.823400581,0.271947738
ENSG00000197536,IRF1-AS1,lncRNA,0.130796296,0.537026308,2.538087292,0.272140758
ENSG00000170075,GPR37L1,protein_coding,-0.19181479,0.537143459,4.055203819,0.272270579
ENSG00000175985,PLEKHD1,protein_coding,-0.381535617,0.537143459,1.799024301,0.272248911
ENSG00000260509,ENSG00000260509,lncRNA,0.140247133,0.537257739,-0.010914261,0.272363741
ENSG00000163162,RNF149,protein_coding,-0.064847292,0.537432915,4.554484754,0.272494985
ENSG00000205309,NT5M,protein_coding,0.093474183,0.537432915,2.341289626,0.272523039
ENSG00000253771,TPTE2P1,transcribed_unprocessed_pseudogene,-0.166959548,0.538143996,0.828577031,0.272918909
ENSG00000198805,PNP,protein_coding,0.130520224,0.539018745,2.859602999,0.273397886
ENSG00000175395,ZNF25,protein_coding,0.063001523,0.539153374,5.851585098,0.273501531
ENSG00000196584,XRCC2,protein_coding,0.102646332,0.539299889,1.734331422,0.273611224
ENSG00000036530,CYP46A1,protein_coding,0.129595133,0.540061551,2.053581896,0.274041466
ENSG00000279457,WASH9P,unprocessed_pseudogene,-0.130305021,0.540061551,3.166938756,0.274068486
ENSG00000004534,RBM6,protein_coding,0.059715972,0.540092584,5.598623479,0.274410149
ENSG00000051620,HEBP2,protein_coding,0.066168086,0.540092584,5.663157911,0.274740447
ENSG00000076944,STXBP2,protein_coding,-0.078968036,0.540092584,5.564134655,0.274694342
ENSG00000087510,TFAP2C,protein_coding,-0.106590491,0.540092584,5.132726108,0.274395388
ENSG00000092203,TOX4,protein_coding,0.028273578,0.540092584,6.481044019,0.27484245
ENSG00000102890,ELMO3,protein_coding,0.165970256,0.540092584,0.272480809,0.274676774
ENSG00000127884,ECHS1,protein_coding,0.06381321,0.540092584,6.591210212,0.274629002
ENSG00000135723,FHOD1,protein_coding,-0.05806392,0.540092584,4.356443918,0.274376112
ENSG00000135828,RNASEL,protein_coding,-0.1285224,0.540092584,3.861333352,0.274304768
ENSG00000154608,CEP170P1,transcribed_unprocessed_pseudogene,-0.146287017,0.540092584,0.149908746,0.27460812
ENSG00000155085,AK9,protein_coding,-0.092091345,0.540092584,4.953754133,0.274720644
ENSG00000159720,ATP6V0D1,protein_coding,0.053026163,0.540092584,5.803920323,0.274520235
ENSG00000163636,PSMD6,protein_coding,-0.044103589,0.540092584,5.491474369,0.274517579
ENSG00000178623,GPR35,protein_coding,-0.200014075,0.540092584,0.955688009,0.274458158
ENSG00000181588,MEX3D,protein_coding,0.100951575,0.540092584,4.337411787,0.274497972
ENSG00000183032,SLC25A21,protein_coding,0.136460502,0.540092584,1.185131974,0.274783441
ENSG00000203727,SAMD5,protein_coding,-0.109030094,0.540092584,7.342898643,0.274863487
ENSG00000235217,TSPY26P,transcribed_processed_pseudogene,0.120387854,0.540092584,3.671592768,0.274404385
ENSG00000266904,LINC00663,lncRNA,-0.072106014,0.540092584,3.301917819,0.274381498
ENSG00000271601,LIX1L,protein_coding,0.056872674,0.540092584,6.740422375,0.274809882
ENSG00000274925,ZKSCAN2-DT,lncRNA,0.125902586,0.540092584,2.533278311,0.274490344
ENSG00000283617,NA,NA,-0.504922565,0.540092584,0.59306782,0.274445492
ENSG00000196083,IL1RAP,protein_coding,-0.166251419,0.540495358,3.389086154,0.275103914
ENSG00000263956,NBPF11,protein_coding,0.104674812,0.540502962,4.784191511,0.275143231
ENSG00000088986,DYNLL1,protein_coding,0.109555699,0.540710963,5.599692654,0.275544209
ENSG00000160460,SPTBN4,protein_coding,-0.07026281,0.540710963,3.740894434,0.275390783
ENSG00000164236,ANKRD33B,protein_coding,-0.327813925,0.540710963,5.336461081,0.275306343
ENSG00000167384,ZNF180,protein_coding,-0.064406289,0.540710963,3.882851134,0.27534011
ENSG00000170161,ENSG00000170161,lncRNA,0.104452677,0.540710963,3.298555748,0.275449431
ENSG00000176542,USF3,protein_coding,-0.072853153,0.540710963,6.783337714,0.275568264
ENSG00000183570,PCBP3,protein_coding,-0.127278347,0.540710963,1.59727509,0.275526308
ENSG00000185414,MRPL30,protein_coding,-0.047115049,0.540710963,5.692713548,0.275511289
ENSG00000198939,ZFP2,protein_coding,-0.094742571,0.540710963,2.662229688,0.275476722
ENSG00000014914,MTMR11,protein_coding,0.147931293,0.540946009,3.386642311,0.275759006
ENSG00000272033,ENSG00000272033,lncRNA,0.219719313,0.540946009,0.416592636,0.275740616
ENSG00000115207,GTF3C2,protein_coding,0.037272507,0.540981,5.848317768,0.275816582
ENSG00000235897,TM4SF19-AS1,lncRNA,-0.151493085,0.540981,1.100027956,0.275847801
ENSG00000142082,SIRT3,protein_coding,-0.05234591,0.541001381,5.440528096,0.275893674
ENSG00000178821,TMEM52,protein_coding,-0.197313521,0.54134167,0.183890427,0.276138216
ENSG00000183785,TUBA8,protein_coding,-0.276519221,0.54134167,1.611461328,0.2761236
ENSG00000163590,PPM1L,protein_coding,-0.130881681,0.541685074,7.609386211,0.276348911
ENSG00000128654,MTX2,protein_coding,-0.063882317,0.541907995,4.183474961,0.276498177
ENSG00000103121,CMC2,protein_coding,-0.093475655,0.541915501,3.765952425,0.276867703
ENSG00000112110,MRPL18,protein_coding,0.07219591,0.541915501,5.001725898,0.276704079
ENSG00000144320,LNPK,protein_coding,-0.079658583,0.541915501,6.514694067,0.276814755
ENSG00000152377,SPOCK1,protein_coding,0.254895143,0.541915501,6.431643234,0.276801361
ENSG00000157833,GAREM2,protein_coding,0.24754923,0.541915501,0.803906708,0.276880095
ENSG00000167840,ZNF232,protein_coding,-0.121567005,0.541915501,2.460355615,0.276749291
ENSG00000174032,SLC25A30,protein_coding,0.112192081,0.541915501,4.648653512,0.276815769
ENSG00000203326,ZNF525,protein_coding,0.076701128,0.541915501,4.695535827,0.276697164
ENSG00000221978,CCNL2,protein_coding,0.110945727,0.541915501,5.76469145,0.27690888
ENSG00000228315,GUSBP11,lncRNA,0.114935137,0.541915501,4.742863109,0.276884388
ENSG00000279696,ENSG00000279696,TEC,0.181160799,0.541915501,0.545424685,0.276928488
ENSG00000281508,NA,NA,0.305714068,0.541915501,8.890353385,0.276745558
ENSG00000156374,PCGF6,protein_coding,-0.078106929,0.542183219,2.393620714,0.277100854
ENSG00000120278,PLEKHG1,protein_coding,-0.076498445,0.542623603,6.541021475,0.277361514
ENSG00000158062,UBXN11,protein_coding,0.072281886,0.542653105,4.098328828,0.277447771
ENSG00000172273,HINFP,protein_coding,0.080885098,0.542653105,3.779035554,0.277434001
ENSG00000124702,KLHDC3,protein_coding,-0.061432261,0.542791188,6.421725595,0.277553967
ENSG00000102699,PARP4,protein_coding,0.055254087,0.542977971,7.705347709,0.277685088
ENSG00000181315,ZNF322,protein_coding,-0.040449009,0.543198005,5.867009073,0.27783324
ENSG00000161996,WDR90,protein_coding,0.102894651,0.543217375,4.066795263,0.277878772
ENSG00000136932,TRMO,protein_coding,0.069729552,0.543660771,4.007382064,0.278176897
ENSG00000204310,AGPAT1,protein_coding,-0.071196135,0.543660771,6.74007215,0.278150345
ENSG00000050130,JKAMP,protein_coding,-0.049532503,0.543711812,5.285627571,0.278238672
ENSG00000110917,MLEC,protein_coding,0.0650219,0.543731203,7.501062609,0.278284254
ENSG00000067248,DHX29,protein_coding,-0.041274385,0.543810811,5.211394069,0.278402953
ENSG00000104957,CCDC130,protein_coding,0.069938059,0.543810811,4.0781187,0.278431991
ENSG00000234851,RPL23AP42,processed_pseudogene,0.116867683,0.543810811,2.171772505,0.278428616
ENSG00000123700,KCNJ2,protein_coding,-0.319535501,0.54411682,2.362691895,0.278624353
ENSG00000110092,CCND1,protein_coding,-0.597097947,0.544187071,4.470731732,0.278792783
ENSG00000129009,ISLR,protein_coding,0.1655874,0.544187071,7.472784915,0.278838771
ENSG00000130119,GNL3L,protein_coding,0.064026161,0.544187071,4.113793092,0.278759103
ENSG00000187210,GCNT1,protein_coding,0.129691951,0.544187071,2.988931281,0.278709672
ENSG00000273466,NA,NA,-0.135317261,0.544187071,0.333597653,0.278807358
ENSG00000226314,ZNF192P1,transcribed_unprocessed_pseudogene,-0.144572163,0.544205752,0.882325519,0.278884034
ENSG00000188707,ZBED6CL,protein_coding,0.162549748,0.544445164,3.510903072,0.279042429
ENSG00000153820,SPHKAP,protein_coding,-0.675744759,0.544745956,5.309573372,0.279232319
ENSG00000101997,CCDC22,protein_coding,0.069085906,0.544837106,3.341131416,0.279314773
ENSG00000188227,ZNF793,protein_coding,0.103279879,0.544979843,4.357485048,0.279423689
ENSG00000168056,LTBP3,protein_coding,0.107642258,0.545251377,8.260188286,0.27959867
ENSG00000213225,NOC2LP1,transcribed_processed_pseudogene,0.315544353,0.545335011,1.030511807,0.279677321
ENSG00000165376,CLDN2,protein_coding,-0.429813825,0.545397884,0.644414331,0.279745334
ENSG00000260329,ENSG00000260329,lncRNA,-0.102664855,0.545840333,2.576862729,0.280008072
ENSG00000110514,MADD,protein_coding,-0.062540991,0.545886871,6.624222129,0.280103547
ENSG00000143633,C1orf131,protein_coding,-0.06979424,0.545886871,2.561936479,0.280092228
ENSG00000083896,YTHDC1,protein_coding,0.049474086,0.546067891,6.5361089,0.280232244
ENSG00000102225,CDK16,protein_coding,0.066924899,0.546448842,5.158227719,0.280463578
ENSG00000066379,POLR1H,protein_coding,0.084842457,0.546762345,2.491062537,0.280660341
ENSG00000085788,DDHD2,protein_coding,0.044930314,0.546822121,6.804304464,0.280726886
ENSG00000134283,PPHLN1,protein_coding,-0.037329964,0.547043427,5.557758342,0.280910412
